"index","Category","ID","Name","PValue","QValueFDRBH","QValueFDRBY","QValueBonferroni","TotalGenes","GenesInTerm","GenesInQuery","GenesInTermInQuery","Source","URL","Cluster"
"5982","Domain","IPR008139","SaposinB_dom",0.000615970576954936,0.0305869806154147,0.246861748305553,1,18677,7,500,3,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR008139","6"
"5983","Domain","SM00407","IGc1",0.000704635826419399,0.0305869806154147,0.246861748305553,1,18677,56,500,7,"SMART","http://smart.embl-heidelberg.de/smart/do_annotation.pl?BLAST=DUMMY&DOMAIN=IGc1","6"
"5984","Domain","IPR006789","ARPC5",0.000715285738222392,0.0305869806154147,0.246861748305553,1,18677,2,500,2,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR006789","6"
"5985","Domain","1.25.40.190","-",0.000715285738222392,0.0305869806154147,0.246861748305553,1,18677,2,500,2,"Gene3D","http://www.cathdb.info/cgi-bin/GotoCath.pl?cath=1.25.40.190","6"
"5986","Domain","IPR000174","Chemokine_CXCR_1/2",0.000715285738222392,0.0305869806154147,0.246861748305553,1,18677,2,500,2,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR000174","6"
"5987","Domain","IPR002339","Haemoglobin_pi",0.000715285738222392,0.0305869806154147,0.246861748305553,1,18677,2,500,2,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR002339","6"
"5988","Domain","IPR028459","FGR",0.000715285738222392,0.0305869806154147,0.246861748305553,1,18677,2,500,2,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR028459","6"
"5989","Domain","PF04699","P16-Arc",0.000715285738222392,0.0305869806154147,0.246861748305553,1,18677,2,500,2,"Pfam","http://pfam.sanger.ac.uk/family/PF04699","6"
"5990","Domain","IPR021663","CD3_zeta/IgE_Fc_rcpt_gamma",0.000715285738222392,0.0305869806154147,0.246861748305553,1,18677,2,500,2,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR021663","6"
"5991","Domain","PF11628","TCR_zetazeta",0.000715285738222392,0.0305869806154147,0.246861748305553,1,18677,2,500,2,"Pfam","http://pfam.sanger.ac.uk/family/PF11628","6"
"5992","Domain","IPR008105","Chemokine_XCL1/XCL2",0.000715285738222392,0.0305869806154147,0.246861748305553,1,18677,2,500,2,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR008105","6"
"5993","Domain","IPR012336","Thioredoxin-like_fold",0.000852920538333106,0.0340178121056884,0.27455134181201,1,18677,132,500,11,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR012336","6"
"5994","Domain","IPR003597","Ig_C1-set",0.000872567341928172,0.0340178121056884,0.27455134181201,1,18677,58,500,7,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR003597","6"
"5995","Domain","IPR003006","Ig/MHC_CS",0.000872567341928172,0.0340178121056884,0.27455134181201,1,18677,58,500,7,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR003006","6"
"5996","Domain","IPR017937","Thioredoxin_CS",0.000915213219283876,0.0340178121056884,0.27455134181201,1,18677,17,500,4,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR017937","6"
"5997","Domain","IPR005804","FA_desaturase_dom",0.000965984642199394,0.0340178121056884,0.27455134181201,1,18677,8,500,3,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR005804","6"
"5998","Domain","1.10.225.10","-",0.000965984642199394,0.0340178121056884,0.27455134181201,1,18677,8,500,3,"Gene3D","http://www.cathdb.info/cgi-bin/GotoCath.pl?cath=1.10.225.10","6"
"5999","Domain","IPR005788","Disulphide_isomerase",0.000965984642199394,0.0340178121056884,0.27455134181201,1,18677,8,500,3,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR005788","6"
"6000","Domain","IPR011001","Saposin-like",0.000965984642199394,0.0340178121056884,0.27455134181201,1,18677,8,500,3,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR011001","6"
"6001","Pathway","MM14661","REACTOME_INNATE_IMMUNE_SYSTEM",4.99166711173465e-22,1.63876431278249e-18,1.42144464302887e-17,1.63876431278249e-18,13850,1011,416,91,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_INNATE_IMMUNE_SYSTEM.html","6"
"6002","Pathway","M8240","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",6.27005873172357e-20,1.02923014081242e-16,8.92741963374607e-16,2.05846028162485e-16,13850,191,416,37,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL.html","6"
"6003","Pathway","M1058","REACTOME_ADAPTIVE_IMMUNE_SYSTEM",3.23821465629893e-18,3.54368623887646e-15,3.07375122922552e-14,1.06310587166294e-14,13850,829,416,75,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ADAPTIVE_IMMUNE_SYSTEM.html","6"
"6004","Pathway","MM15330","REACTOME_NEUTROPHIL_DEGRANULATION",1.37734995416977e-17,1.13045997488484e-14,9.80547515542516e-14,4.52183989953934e-14,13850,522,416,57,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_NEUTROPHIL_DEGRANULATION.html","6"
"6005","Pathway","M5669","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",5.92011059866828e-17,3.88714461908559e-14,3.37166293675027e-13,1.9435723095428e-13,13850,137,416,29,"KEGG Legacy Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY.html","6"
"6006","Pathway","M1036","REACTOME_INNATE_IMMUNE_SYSTEM",7.87048842848137e-16,4.04400219450528e-13,3.50771932909398e-12,2.58388135107043e-12,13850,1124,416,85,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_INNATE_IMMUNE_SYSTEM.html","6"
"6007","Pathway","MM1374","BIOCARTA_CTL_PATHWAY",8.62260595843344e-16,4.04400219450528e-13,3.50771932909398e-12,2.8308015361537e-12,13850,20,416,13,"BioCarta Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_CTL_PATHWAY.html","6"
"6008","Pathway","M27620","REACTOME_NEUTROPHIL_DEGRANULATION",3.81515141471908e-14,1.56564276181534e-11,1.35801988078486e-10,1.25251420945228e-10,13850,478,416,49,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_NEUTROPHIL_DEGRANULATION.html","6"
"6009","Pathway","M54","PID_IL12_2PATHWAY",1.51124623188488e-13,5.51269042142008e-11,4.78164200128285e-10,4.96142137927808e-10,13850,62,416,18,"PID Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/PID_IL12_2PATHWAY.html","6"
"6010","Pathway","M874","REACTOME_SIGNALING_BY_INTERLEUKINS",4.51097162178897e-13,1.48095198343332e-10,1.28456010850029e-09,1.48095198343332e-09,13850,474,416,47,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SIGNALING_BY_INTERLEUKINS.html","6"
"6011","Pathway","MM14781","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",1.0267187835779e-12,3.06428887862385e-10,2.65792766979236e-09,3.37071776648623e-09,13850,144,416,25,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL.html","6"
"6012","Pathway","M47528","KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_I_MOLECULES",3.71162693552306e-12,1.01543926911018e-09,8.80779925544674e-09,1.21852712293222e-08,13850,12,416,9,"KEGG Medicus Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_I_MOLECULES.html","6"
"6013","Pathway","M13519","KEGG_GRAFT_VERSUS_HOST_DISEASE",6.58780226325713e-12,1.66367344848255e-09,1.44305053060353e-08,2.16277548302732e-08,13850,41,416,14,"KEGG Legacy Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_GRAFT_VERSUS_HOST_DISEASE.html","6"
"6014","Pathway","MM14540","REACTOME_ADAPTIVE_IMMUNE_SYSTEM",8.0372714427776e-12,1.86624403454546e-09,1.61875784382018e-08,2.63863621466389e-08,13850,729,416,58,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ADAPTIVE_IMMUNE_SYSTEM.html","6"
"6015","Pathway","M1060","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM",8.52685364550165e-12,1.86624403454546e-09,1.61875784382018e-08,2.79936605181819e-08,13850,792,416,61,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM.html","6"
"6016","Pathway","M39639","WP_PROTEASOME_DEGRADATION",2.54176292709833e-11,5.21537980603988e-09,4.52375831523269e-08,8.34460768966381e-08,13850,62,416,16,"WikiPathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_PROTEASOME_DEGRADATION.html","6"
"6017","Pathway","M518","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",4.10673856158699e-11,7.93083688099418e-09,6.87911343400197e-08,1.34824226976901e-07,13850,106,416,20,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION.html","6"
"6018","Pathway","MM14526","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",7.16844118721711e-11,1.30744402320188e-08,1.13406137071957e-07,2.35339924176338e-07,13850,76,416,17,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION.html","6"
"6019","Pathway","M16004","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",9.64145952399652e-11,1.66594271669898e-08,1.44501886682166e-07,3.16529116172806e-07,13850,88,416,18,"KEGG Legacy Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION.html","6"
"6020","Pathway","M42549","WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER",2.1343234978782e-10,3.50349202176706e-08,3.03888724412086e-07,7.00698404353412e-07,13850,28,416,11,"WikiPathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER.html","6"
"6021","Pathway","M272","PID_CD8_TCR_DOWNSTREAM_PATHWAY",5.97416691974753e-10,9.33961428453864e-08,8.1010701716907e-07,1.96131899975311e-06,13850,65,416,15,"PID Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/PID_CD8_TCR_DOWNSTREAM_PATHWAY.html","6"
"6022","Pathway","MM14525","REACTOME_ER_PHAGOSOME_PATHWAY",6.98472081063724e-10,9.97974241176573e-08,8.65630968368258e-07,2.29308384213221e-06,13850,18,416,9,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ER_PHAGOSOME_PATHWAY.html","6"
"6023","Pathway","M1462","BIOCARTA_CTL_PATHWAY",6.9915953539632e-10,9.97974241176573e-08,8.65630968368258e-07,2.29534075470612e-06,13850,13,416,8,"BioCarta Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_CTL_PATHWAY.html","6"
"6024","Pathway","M27894","REACTOME_INTERLEUKIN_12_SIGNALING",7.47284408331466e-10,1.02222279689675e-07,8.86663876737558e-07,2.4533347125522e-06,13850,47,416,13,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_INTERLEUKIN_12_SIGNALING.html","6"
"6025","Pathway","MM15713","REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC",1.17222077123595e-09,1.53936031678705e-07,1.33522280105852e-06,3.84840079196761e-06,13850,25,416,10,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC.html","6"
"6026","Pathway","M47725","KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPT_TO_RAC_SIGNALING_PATHWAY",1.58868824772856e-09,2.00602442972802e-07,1.74000169345915e-06,5.21566351729285e-06,13850,14,416,8,"KEGG Medicus Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPT_TO_RAC_SIGNALING_PATHWAY.html","6"
"6027","Pathway","M47581","KEGG_MEDICUS_PATHOGEN_HTLV_1_P12_TO_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_I_MOLECULES",4.83652915611815e-09,5.88086119242069e-07,5.10098894219228e-06,1.58783252195359e-05,13850,7,416,6,"KEGG Medicus Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_MEDICUS_PATHOGEN_HTLV_1_P12_TO_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_I_MOLECULES.html","6"
"6028","Pathway","M1062","REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC",6.44887744757642e-09,7.56130880728336e-07,6.55858918489065e-06,2.11716646603934e-05,13850,29,416,10,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC.html","6"
"6029","Pathway","MM15901","WP_PROTEASOME_DEGRADATION",7.8504258333303e-09,8.88722345200806e-07,7.70867175268673e-06,2.57729480108234e-05,13850,56,416,13,"WikiPathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_PROTEASOME_DEGRADATION.html","6"
"6030","Pathway","M27381","REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING",9.8958533866718e-09,1.08293622228145e-06,9.39325978663907e-06,3.24880866684435e-05,13850,57,416,13,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING.html","6"
"6031","Pathway","M27565","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES",1.53128807450857e-08,1.62168346729407e-06,1.40662892112883e-05,5.02721874861162e-05,13850,327,416,31,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MAPK_FAMILY_SIGNALING_CASCADES.html","6"
"6032","Pathway","M47722","KEGG_MEDICUS_PATHOGEN_SHIGELLA_IPAC_TO_ACTIN_SIGNALING_PATHWAY",3.07930685636548e-08,3.06344376043875e-06,2.65719462434612e-05,0.000101093644094479,13850,13,416,7,"KEGG Medicus Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_MEDICUS_PATHOGEN_SHIGELLA_IPAC_TO_ACTIN_SIGNALING_PATHWAY.html","6"
"6033","Pathway","M47729","KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_MAP_TO_CDC42_SIGNALING_PATHWAY",3.07930685636548e-08,3.06344376043875e-06,2.65719462434612e-05,0.000101093644094479,13850,13,416,7,"KEGG Medicus Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_MAP_TO_CDC42_SIGNALING_PATHWAY.html","6"
"6034","Pathway","MM14527","REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY",5.51312242192581e-08,5.32340615034778e-06,4.61745907941502e-05,0.000180995809111824,13850,9,416,6,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY.html","6"
"6035","Pathway","M47736","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPE_TO_RAC_SIGNALING_PATHWAY",5.68503762700588e-08,5.33256529413152e-06,4.62540361162419e-05,0.000186639785294603,13850,20,416,8,"KEGG Medicus Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPE_TO_RAC_SIGNALING_PATHWAY.html","6"
"6036","Pathway","M47728","KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TCCP_TO_ACTIN_SIGNALING_PATHWAY",5.99974488800479e-08,5.47143401869992e-06,4.74585668903277e-05,0.000196971624673197,13850,14,416,7,"KEGG Medicus Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TCCP_TO_ACTIN_SIGNALING_PATHWAY.html","6"
"6037","Pathway","M18306","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",1.11791861940124e-07,9.91926169593045e-06,8.60384943124723e-05,0.000367012682749427,13850,213,416,23,"KEGG Legacy Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_REGULATION_OF_ACTIN_CYTOSKELETON.html","6"
"6038","Pathway","MM14871","REACTOME_DAP12_INTERACTIONS",1.17511635503882e-07,1.01523868252432e-05,8.80605939129599e-05,0.000385790699359243,13850,58,416,12,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DAP12_INTERACTIONS.html","6"
"6039","Pathway","M47467","KEGG_MEDICUS_PATHOGEN_KSHV_MIR1_2_TO_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_I_MOLECULES",1.39741773075799e-07,1.1763390795073e-05,0.000102034250435444,0.000458772241007847,13850,6,416,5,"KEGG Medicus Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_MEDICUS_PATHOGEN_KSHV_MIR1_2_TO_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_I_MOLECULES.html","6"
"6040","Pathway","MM15285","REACTOME_MAPK6_MAPK4_SIGNALING",2.25333676516085e-07,1.84942615000577e-05,0.000160417021111451,0.000739770460002306,13850,73,416,13,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MAPK6_MAPK4_SIGNALING.html","6"
"6041","Pathway","M525","REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY",2.88047998592331e-07,2.30649165702103e-05,0.000200062338707916,0.000945661579378624,13850,11,416,6,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY.html","6"
"6042","Pathway","M47727","KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY",3.14366002437868e-07,2.45729425238934e-05,0.000213142776185661,0.00103206358600352,13850,17,416,7,"KEGG Medicus Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY.html","6"
"6043","Pathway","M47715","KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY",4.2766257744486e-07,3.19094600398062e-05,0.000276778855151618,0.00140401624175147,13850,25,416,8,"KEGG Medicus Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY.html","6"
"6044","Pathway","MM1465","BIOCARTA_NKCELLS_PATHWAY",4.2766257744486e-07,3.19094600398062e-05,0.000276778855151618,0.00140401624175147,13850,25,416,8,"BioCarta Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_NKCELLS_PATHWAY.html","6"
"6045","Pathway","M47529","KEGG_MEDICUS_PATHOGEN_HPV_E5_TO_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_I_MOLECULES",4.77004882876185e-07,3.48001562329448e-05,0.000301852409574976,0.00156600703048252,13850,7,416,5,"KEGG Medicus Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_MEDICUS_PATHOGEN_HPV_E5_TO_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_I_MOLECULES.html","6"
"6046","Pathway","M973","REACTOME_INTERFERON_ALPHA_BETA_SIGNALING",5.02541352392538e-07,3.58661578240152e-05,0.000311098780387839,0.0016498432599047,13850,78,416,13,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_INTERFERON_ALPHA_BETA_SIGNALING.html","6"
"6047","Pathway","M27809","REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY",5.7246815173063e-07,3.99875094070566e-05,0.000346846893060648,0.00187941294213166,13850,55,416,11,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY.html","6"
"6048","Pathway","M27572","REACTOME_MAPK6_MAPK4_SIGNALING",6.67324935124472e-07,4.56422450419509e-05,0.00039589539633393,0.00219082776201364,13850,93,416,14,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MAPK6_MAPK4_SIGNALING.html","6"
"6049","Pathway","M899","REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING",7.01507367119273e-07,4.70009935969913e-05,0.00040768101943861,0.00230304868625257,13850,152,416,18,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING.html","6"
"6050","Pathway","M48107","WP_IL_24_SIGNALING_PATHWAY",7.63265914799801e-07,5.01160399657549e-05,0.000434700560559489,0.00250580199828775,13850,237,416,23,"WikiPathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_IL_24_SIGNALING_PATHWAY.html","6"
"6051","Pubmed","20458337","MHC class II-associated proteins in B-cell exosomes and potential functional implications for exosome biogenesis.",2.85278329308716e-35,1.65952109725466e-30,1.91647863534547e-29,1.65952109725466e-30,34789,565,510,62,"Pubmed","http://pubmed.org/20458337","6"
"6052","Pubmed","19946888","Defining the membrane proteome of NK cells.",1.12714138674014e-34,3.27840343747236e-30,3.78602607484341e-29,6.55680687494471e-30,34789,1168,510,85,"Pubmed","http://pubmed.org/19946888","6"
"6053","Pubmed","20237496","New genetic associations detected in a host response study to hepatitis B vaccine.",3.93933843167688e-30,7.63863984158359e-26,8.82139436715286e-25,2.29159195247508e-25,34789,824,510,67,"Pubmed","http://pubmed.org/20237496","6"
"6054","Pubmed","30550785","Irisin Mediates Effects on Bone and Fat via αV Integrin Receptors.",4.98032521974772e-22,7.2428869670791e-18,8.36436376349311e-17,2.89715478683164e-17,34789,1451,510,76,"Pubmed","http://pubmed.org/30550785","6"
"6055","Pubmed","36517590","EZH2 interacts with HP1BP3 to epigenetically activate WNT7B that promotes temozolomide resistance in glioblastoma.",2.70990630269186e-21,3.15281338880382e-17,3.64098986802241e-16,1.57640669440191e-16,34789,803,510,55,"Pubmed","http://pubmed.org/36517590","6"
"6056","Pubmed","30833792","A protein-interaction network of interferon-stimulated genes extends the innate immune system landscape.",5.58762383877206e-21,5.3394321340926e-17,6.16618109091458e-16,3.25043253949048e-16,34789,1440,510,74,"Pubmed","http://pubmed.org/30833792","6"
"6057","Pubmed","21423176","Analysis of the myosin-II-responsive focal adhesion proteome reveals a role for β-Pix in negative regulation of focal adhesion maturation.",6.42508852001792e-21,5.3394321340926e-17,6.16618109091458e-16,3.73760249386482e-16,34789,285,510,34,"Pubmed","http://pubmed.org/21423176","6"
"6058","Pubmed","30575818","Loss of ER retention motif of AGR2 can impact mTORC signaling and promote cancer metastasis.",1.84077873367946e-20,1.33852225619502e-16,1.54577685765842e-15,1.07081780495601e-15,34789,807,510,54,"Pubmed","http://pubmed.org/30575818","6"
"6059","Pubmed","32687490","Proteome-wide identification of HSP70/HSC70 chaperone clients in human cells.",8.81148998625131e-20,5.69535550533568e-16,6.57721505603616e-15,5.12581995480211e-15,34789,1367,510,70,"Pubmed","http://pubmed.org/32687490","6"
"6060","Pubmed","19056867","Large-scale proteomics and phosphoproteomics of urinary exosomes.",2.63881157828942e-19,1.53504947132252e-15,1.77273402601191e-14,1.53504947132252e-14,34789,1016,510,59,"Pubmed","http://pubmed.org/19056867","6"
"6061","Pubmed","26641092","The Activation-Induced Assembly of an RNA/Protein Interactome Centered on the Splicing Factor U2AF2 Regulates Gene Expression in Human CD4 T Cells.",3.10310745094669e-19,1.64103606033155e-15,1.89513140547576e-14,1.80513966636471e-14,34789,239,510,30,"Pubmed","http://pubmed.org/26641092","6"
"6062","Pubmed","12665801","Exploring proteomes and analyzing protein processing by mass spectrometric identification of sorted N-terminal peptides.",5.00638723288083e-19,2.4269296509262e-15,2.80271147693203e-14,2.91231558111143e-14,34789,263,510,31,"Pubmed","http://pubmed.org/12665801","6"
"6063","Pubmed","23533145","In-depth proteomic analyses of exosomes isolated from expressed prostatic secretions in urine.",6.8285189233915e-19,2.88286990490866e-15,3.32924877567255e-14,3.9722860281153e-14,34789,1070,510,60,"Pubmed","http://pubmed.org/23533145","6"
"6064","Pubmed","35676659","LukS-PV inhibits hepatocellular carcinoma cells migration by downregulating HDAC6 expression.",6.93807650909737e-19,2.88286990490866e-15,3.32924877567255e-14,4.03601786687212e-14,34789,580,510,44,"Pubmed","http://pubmed.org/35676659","6"
"6065","Pubmed","30409884","WDFY4 is required for cross-presentation in response to viral and tumor antigens.",7.64493813088895e-19,2.96480893966715e-15,3.42387511683523e-14,4.44721340950072e-14,34789,156,510,25,"Pubmed","http://pubmed.org/30409884","6"
"6066","Pubmed","35446349","Tumor suppressor BAP1 nuclear import is governed by transportin-1.",1.10803639511985e-18,4.028543323557e-15,4.65231639653921e-14,6.44566931769121e-14,34789,1149,510,62,"Pubmed","http://pubmed.org/35446349","6"
"6067","Pubmed","35696571","ESCPE-1 mediates retrograde endosomal sorting of the SARS-CoV-2 host factor Neuropilin-1.",2.2774393804301e-18,7.79312962578705e-15,8.99980509738995e-14,1.3248320363838e-13,34789,1201,510,63,"Pubmed","http://pubmed.org/35696571","6"
"6068","Pubmed","31536960","Rewiring of the Human Mitochondrial Interactome during Neuronal Reprogramming Reveals Regulators of the Respirasome and Neurogenesis.",7.19021463718716e-18,2.3237175881914e-14,2.68351822686223e-13,4.18269165874451e-13,34789,859,510,52,"Pubmed","http://pubmed.org/31536960","6"
"6069","Pubmed","36293380","The Deubiquitinating Enzyme USP48 Interacts with the Retinal Degeneration-Associated Proteins UNC119a and ARL3.",2.39419026020017e-17,6.83861659637697e-14,7.89749682842639e-13,1.39274835816364e-12,34789,552,510,41,"Pubmed","http://pubmed.org/36293380","6"
